Item,Description,Quantity On Hand,Quantity On Purchase Order,Price,Width,Height,Depth,Cub. ft,Weight
GRANITE VANITY TOPS:LGA31224,ABSOLUTE BLACK  31X22 WITH 4'' BACK SPLASH  4'' SPREAD,28.00 ,40.00 ,429.00 ,31,11,22,4.342,65
GRANITE VANITY TOPS:LGA31228,ABSOLUTE BLACK  31X22 WITH 4'' BACK SPLASH  8'' SPREAD,39.00 ,0.00 ,429.00 ,31,11,22,4.342,65
GRANITE VANITY TOPS:LGA37224,ABSOLUTE BLACK 37X22 WITH 4'' BACK SPLASH 4'' SPREAD,84.00 ,0.00 ,484.00 ,37,11,22,5.182,73
GRANITE VANITY TOPS:LGA37228,ABSOLUTE BLACK  37X22 WITH 4'' BACK SPLASH  8'' SPREAD,36.00 ,0.00 ,484.00 ,37,11,22,5.182,73
GRANITE VANITY TOPS:LGA43224,ABSOLUTE BLACK 43X22 WITH 4'' BACK SPLASH 4'' SPREAD,63.00 ,0.00 ,506.00 ,43,11,22,6.022,84
GRANITE VANITY TOPS:LGA43228,ABSOLUTE BLACK 43X22 WITH 4'' BACK SPLASH 8'' SPREAD,24.00 ,0.00 ,506.00 ,43,11,22,6.022,84
GRANITE VANITY TOPS:LGA49224,ABSOLUTE BLACK  49X22 WITH 4'' BACK SPLASH 4'' SPREAD,123.00 ,0.00 ,572.00 ,49,11,22,6.863,94
GRANITE VANITY TOPS:LGA49228,ABSOLUTE BLACK  49X22 WITH 4'' BACK SPLASH 8'' SPREAD,24.00 ,0.00 ,572.00 ,49,11,22,6.863,94
GRANITE VANITY TOPS:LGA61224D,ABSOLUTE BLACK   61X22 WITH 4'' BACK SPLASH 4'' SPREAD DOUBLE SINK,85.00 ,0.00 ,799.00 ,61,11,22,8.543,127
GRANITE VANITY TOPS:LGA61228D,ABSOLUTE BLACK  61X22 WITH 4'' BACK SPLASH 8'' SPREAD DOUBLE SINK,30.00 ,0.00 ,799.00 ,61,11,22,8.543,127
GRANITE VANITY TOPS:LGAT,"SIDE SPLASH 22"" ABSOLUTE BLACK",97.00 ,0.00 ,60.00 ,21.25,4,1,0.05,7
GRANITE VANITY TOPS:LGB25224,BALTIC BROWN   25X22 WITH 4'' BACK SPLASH 4'' SPREAD,91.00 ,0.00 ,350.00 ,25,11,22,3.502,51
GRANITE VANITY TOPS:LGB25228,BALTIC BROWN   25X22 WITH 4'' BACK SPLASH 8'' SPREAD,42.00 ,0.00 ,350.00 ,25,11,22,3.502,51
GRANITE VANITY TOPS:LGB31224,BALTIC BROWN  31X22 WITH 4'' BACK SPLASH 4'' SPREAD,64.00 ,0.00 ,390.00 ,31,11,22,4.342,65
GRANITE VANITY TOPS:LGB31228,BALTIC BROWN   31X22 WITH 4'' BACK SPLASH 8'' SPREAD,23.00 ,0.00 ,390.00 ,31,11,22,4.342,65
GRANITE VANITY TOPS:LGB37224,BALTIC BROWN   37X22 WITH 4'' BACK SPLASH 4'' SPREAD,74.00 ,0.00 ,430.00 ,37,11,22,5.182,73
GRANITE VANITY TOPS:LGB37228,BALTIC BROWN   37X22 WITH 4'' BACK SPLASH 8'' SPREAD,61.00 ,0.00 ,430.00 ,37,11,22,5.182,73
GRANITE VANITY TOPS:LGB43224,BALTIC BROWN  43X22 WITH 4'' BACK SPLASH 4'' SPREAD,23.00 ,0.00 ,450.00 ,43,11,22,6.022,84
GRANITE VANITY TOPS:LGB43228,BALTIC BROWN  43X22 WITH 4'' BACK SPLASH 8'' SPREAD,21.00 ,0.00 ,450.00 ,43,11,22,6.022,84
GRANITE VANITY TOPS:LGB49224,BALTIC BROWN  49X22 WITH 4'' BACK SPLASH 4'' SPREAD,110.00 ,0.00 ,500.00 ,49,11,22,6.863,94
GRANITE VANITY TOPS:LGB49228,BALTIC BROWN  49X22 WITH 4'' BACK SPLASH 8'' SPREAD,53.00 ,0.00 ,500.00 ,49,11,22,6.863,94
GRANITE VANITY TOPS:LGB61224D,BALTIC BROWN  61X22 WITH 4'' BACK SPLASH  4'' SPREAD DOUBLE SINK,70.00 ,0.00 ,775.00 ,61,11,22,8.543,127
GRANITE VANITY TOPS:LGB61228D,BALTIC BROWN  61X22 WITH 4'' BACK SPLASH 8'' SPREAD DOUBLE SINK,39.00 ,0.00 ,775.00 ,61,11,22,8.543,127
GRANITE VANITY TOPS:LGBB25224,BUTTERFLY BLUE   25X22 WITH 4'' BACK SPLASH 4'' SPREAD,111.00 ,0.00 ,340.00 ,25,11,22,3.502,51
GRANITE VANITY TOPS:LGBB25228,BUTTERFLY BLUE   25X22 WITH 4'' BACK SPLASH 8'' SPREAD,16.00 ,0.00 ,340.00 ,25,11,22,3.502,51
GRANITE VANITY TOPS:LGBB31224,BUTTERFLY BLUE   31X22 WITH 4'' BACK SPLASH 4'' SPREAD,50.00 ,0.00 ,380.00 ,31,11,22,4.342,65
GRANITE VANITY TOPS:LGBB31228,BUTTERFLY BLUE   31X22 WITH 4'' BACK SPLASH 8'' SPREAD,14.00 ,0.00 ,380.00 ,31,11,22,4.342,65
GRANITE VANITY TOPS:LGBB37224,BUTTERFLY BLUE   37X22 WITH 4'' BACK SPLASH 4'' SPREAD,85.00 ,0.00 ,420.00 ,37,11,22,5.182,73
GRANITE VANITY TOPS:LGBB37228,BUTTERFLY BLUE   37X22 WITH 4'' BACK SPLASH 8'' SPREAD,10.00 ,10.00 ,420.00 ,37,11,22,5.182,73
GRANITE VANITY TOPS:LGBB43224,BUTTERFLY BLUE   43X22 WITH 4'' BACK SPLASH 4'' SPREAD,22.00 ,0.00 ,490.00 ,43,11,22,6.022,84
GRANITE VANITY TOPS:LGBB43228,BUTTERFLY BLUE   43X22 WITH 4'' BACK SPLASH 8'' SPREAD,1.00 ,10.00 ,490.00 ,43,11,22,6.022,84
GRANITE VANITY TOPS:LGBB49224,BUTTERFLY BLUE 49X22 WITH 4'' BACK SPLASH 4'' SPREAD,150.00 ,0.00 ,510.00 ,49,11,22,6.863,94
GRANITE VANITY TOPS:LGBB49228,BUTTERFLY BLUE   49X22 WITH 4'' BACK SPLASH 8'' SPREAD,8.00 ,5.00 ,510.00 ,49,11,22,6.863,94
GRANITE VANITY TOPS:LGBB61224D,BUTTERFLY BLUE   61X22 WITH 4'' BACK SPLASH 4'' SPREAD  DOUBLE SINK,133.00 ,0.00 ,749.00 ,61,11,22,8.543,127
GRANITE VANITY TOPS:LGBB61228D,BUTTERFLY BLUE   61X22 WITH 4'' BACK SPLASH 8'' SPREAD  DOUBLE SINK,9.00 ,6.00 ,749.00 ,61,11,22,8.543,127
GRANITE VANITY TOPS:LGBBT,"SIDE SPLASH 22"" BUTTERFLY BLUE",5.00 ,0.00 ,60.00 ,21.25,4,1,0.05,7
GRANITE VANITY TOPS:LGBT,"SIDE SPLASH 22"" BALTIC BROWN",28.00 ,0.00 ,60.00 ,21.25,4,1,0.05,7
GRANITE VANITY TOPS:LGBU25224,BURLYWOOD 25X22 WITH 4'' BACK SPLASH 4'' SPREAD,22.00 ,50.00 ,280.00 ,25,11,22,3.502,51
GRANITE VANITY TOPS:LGBU25228,BURLYWOOD 25X22 WITH 4'' BACK SPLASH 8'' SPREAD,52.00 ,0.00 ,280.00 ,25,11,22,3.502,51
GRANITE VANITY TOPS:LGBU31224,BURLYWOOD 31X22 WITH 4'' BACK SPLASH 4'' SPREAD,0.00 ,70.00 ,310.00 ,31,11,22,4.342,65
GRANITE VANITY TOPS:LGBU31228,BURLYWOOD 31X22 WITH 4'' BACK SPLASH 8'' SPREAD,52.00 ,0.00 ,310.00 ,31,11,22,4.342,65
GRANITE VANITY TOPS:LGBU37224,BURLYWOOD 37X22 WITH 4'' BACK SPLASH 4'' SPREAD,56.00 ,0.00 ,330.00 ,37,11,22,5.182,73
GRANITE VANITY TOPS:LGBU37228,BURLYWOOD 37X22 WITH 4'' BACK SPLASH 8'' SPREAD,64.00 ,0.00 ,330.00 ,37,11,22,5.182,73
GRANITE VANITY TOPS:LGBU43224,BURLYWOOD 43X22 WITH 4'' BACK SPLASH 4'' SPREAD,14.00 ,10.00 ,340.00 ,43,11,22,6.022,84
GRANITE VANITY TOPS:LGBU43228,BURLYWOOD 43X22 WITH 4'' BACK SPLASH 8'' SPREAD,10.00 ,5.00 ,340.00 ,43,11,22,6.022,84
GRANITE VANITY TOPS:LGBU49224,BURLYWOOD 49X22 WITH 4'' BACK SPLASH 4'' SPREAD,106.00 ,0.00 ,380.00 ,49,11,22,6.863,94
GRANITE VANITY TOPS:LGBU49228,BURLYWOOD 49X22 WITH 4'' BACK SPLASH 8'' SPREAD,44.00 ,0.00 ,380.00 ,49,11,22,6.863,94
GRANITE VANITY TOPS:LGBU61224D,BURLYWOOD61X22 WITH 4'' BACK SPLASH 4'' SPREAD DOUBLE SINK,64.00 ,0.00 ,575.00 ,61,11,22,8.543,127
GRANITE VANITY TOPS:LGBU61228D,BURLYWOOD61X22 WITH 4'' BACK SPLASH 8'' SPREAD DOUBLE SINK,37.00 ,5.00 ,575.00 ,61,11,22,8.543,127
GRANITE VANITY TOPS:LGBUT,"SIDE SPLASH 22"" BURLYWOOD",9.00 ,0.00 ,60.00 ,21.25,4,1,0.05,7
GRANITE VANITY TOPS:LGT25224,TAN BROWN 25X22 WITH 4'' BACK SPLASH 4'' SPREAD,33.00 ,10.00 ,320.00 ,25,11,22,3.502,51
GRANITE VANITY TOPS:LGT25228,TAN BROWN 25X22 WITH 4'' BACK SPLASH 8'' SPREAD,16.00 ,0.00 ,320.00 ,25,11,22,3.502,51
GRANITE VANITY TOPS:LGT31224,TAN BROWN 31X22 WITH 4'' BACK SPLASH 4'' SPREAD,41.00 ,0.00 ,366.00 ,31,11,22,4.342,65
GRANITE VANITY TOPS:LGT31228,TAN BROWN 31x22 WITH 4'' BACK SPLASH 8'' SPREAD,13.00 ,5.00 ,366.00 ,31,11,22,4.342,65
GRANITE VANITY TOPS:LGT37224,TAN BROWN 37x22 WITH 4'' BACK SPLASH 4'' SPREAD,22.00 ,10.00 ,399.00 ,37,11,22,5.182,73
GRANITE VANITY TOPS:LGT37228,TAN BROWN 37x22 WITH 4'' BACK SPLASH 8'' SPREAD,11.00 ,25.00 ,399.00 ,37,11,22,5.182,73
GRANITE VANITY TOPS:LGT43224,TAN BROWN 43X22 WITH 4'' BACK SPLASH 4'' SPREAD,0.00 ,10.00 ,460.00 ,43,11,22,6.022,84
GRANITE VANITY TOPS:LGT43228,TAN BROWN 43x22 WITH 4'' BACK SPLASH 8'' SPREAD,10.00 ,0.00 ,460.00 ,43,11,22,6.022,84
GRANITE VANITY TOPS:LGT49224,TAN BROWN 49X22 WITH 4'' BACK SPLASH 4'' SPREAD,95.00 ,0.00 ,490.00 ,49,11,22,6.863,94
GRANITE VANITY TOPS:LGT49228,TAN BROWN 49x22 WITH 4'' BACK SPLASH 8'' SPREAD,10.00 ,5.00 ,490.00 ,49,11,22,6.863,94
GRANITE VANITY TOPS:LGT61224D,TAN BROWN 61X22 WITH 4'' BACK SPLASH 4'' SPREAD  DOUBLE SINK,59.00 ,0.00 ,699.00 ,61,11,22,8.543,127
GRANITE VANITY TOPS:LGT61228D,TAN BROWN 61X22 WITH 4'' BACK SPLASH 8'' SPREAD  DOUBLE SINK,11.00 ,5.00 ,699.00 ,61,11,22,8.543,127
GRANITE VANITY TOPS:LGW25224,WHEAT  25X22 WITH 4'' BACK SPLASH 4'' SPREAD,105.00 ,0.00 ,281.00 ,25,11,22,3.502,51
GRANITE VANITY TOPS:LGW25228,WHEAT  25X22 WITH 4'' BACK SPLASH 8'' SPREAD,115.00 ,0.00 ,281.00 ,25,11,22,3.502,51
GRANITE VANITY TOPS:LGW31224,WHEAT  31X22 WITH 4'' BACK SPLASH 4'' SPREAD,1.00 ,190.00 ,315.00 ,31,11,22,4.342,65
GRANITE VANITY TOPS:LGW31228,WHEAT  31X22 WITH 4'' BACK SPLASH 8'' SPREAD,41.00 ,20.00 ,315.00 ,31,11,22,4.342,65
GRANITE VANITY TOPS:LGW37224,WHEAT 37X22 WITH 4'' BACK SPLASH 4'' SPREAD,45.00 ,120.00 ,355.00 ,37,11,22,5.182,73
GRANITE VANITY TOPS:LGW37228,WHEAT 37X22 WITH 4'' BACK SPLASH 8'' SPREAD,55.00 ,0.00 ,355.00 ,37,11,22,5.182,73
GRANITE VANITY TOPS:LGW43224,WHEAT  43X22 WITH 4'' BACK SPLASH 4'' SPREAD,1.00 ,20.00 ,375.00 ,43,11,22,6.022,84
GRANITE VANITY TOPS:LGW43228,WHEAT  43X22 WITH 4'' BACK SPLASH 8'' SPREAD,22.00 ,20.00 ,375.00 ,43,11,22,6.022,84
GRANITE VANITY TOPS:LGW49224,WHEAT 49X22 WITH 4'' BACK SPLASH 4'' SPREAD,166.00 ,0.00 ,410.00 ,49,11,22,6.863,94
GRANITE VANITY TOPS:LGW49228,WHEAT 49X22 WITH 4'' BACK SPLASH 8'' SPREAD,102.00 ,0.00 ,410.00 ,49,11,22,6.863,94
GRANITE VANITY TOPS:LGW61224D,WHEAT  61X22 WITH 4'' BACK SPLASH  4'' SPREAD DOUBLE SINK,26.00 ,50.00 ,650.00 ,61,11,22,8.543,127
GRANITE VANITY TOPS:LGW61228D,WHEAT  61X22 WITH 4'' BACK SPLASH  8'' SPREAD DOUBLE SINK,63.00 ,0.00 ,650.00 ,61,11,22,8.543,127
GRANITE VANITY TOPS:SIDE SPLASH ABSOLUTE BLACK,SIDE SPLASH 21 1/4'' ABSOLUTE BLACK,121.00 ,0.00 ,60.00 ,21.25,4,1,0.05,7
GRANITE VANITY TOPS:SIDE SPLASH BALTIC BROWN,SIDE SPLASH 21 1/4'' BALTIC BROWN,75.00 ,0.00 ,60.00 ,21.25,4,1,0.05,7
GRANITE VANITY TOPS:SIDE SPLASH BLUE BUTTERFLY,SIDE SPLASH 21 1/4''  BLUE BUTTERFLY,99.00 ,0.00 ,60.00 ,21.25,4,1,0.05,7
GRANITE VANITY TOPS:SIDE SPLASH BURLYWOOD,SIDE SPLASH 21 1/4'' BURLYWOOD,85.00 ,0.00 ,60.00 ,21.25,4,1,0.05,7
GRANITE VANITY TOPS:SIDE SPLASH TAN BROWN,SIDE SPLASH 21 1/2''  TAN BROWN,73.00 ,0.00 ,60.00 ,21.25,4,1,0.05,7
GRANITE VANITY TOPS:SIDE SPLASH WHEAT,SIDE SPLASH 21 1/4''  WHEAT,138.00 ,0.00 ,60.00 ,21.25,4,1,0.05,7
HAND DRYER,,0.00 ,0.00 ,0.00 ,,,,,
HAND DRYER:Elite AirBlow BLACK,Elite AirBlow E-801 Finish: Black,2.00 ,0.00 ,759.00 ,12,28,10,1.945,24.25
HAND DRYER:Elite AirBlow WHITE,Elite AirBlow E-801 Finish: White,2.00 ,0.00 ,759.00 ,12,28,10,1.945,24.25
HAND DRYER:Elite HD E-901 SILVER,Elite HD E-901 Finish: Silver,0.00 ,0.00 ,"1,175.00 ",12,28,10,1.945,24.25
HAND DRYER:Elite HD E-901 WHITE,Elite HD E-901 Finish: White,27.00 ,0.00 ,"1,100.00 ",12,28,10,1.945,24.25
HAND DRYER:ZDRYER ZHD1B BLACK FINISH,ZDRYER MODEL :ZHD1B BLACK,121.00 ,0.00 ,630.00 ,15,9,9,0.704,12.000
HAND DRYER:ZDRYER ZHD1C CHROME FINISH,ZDRYER MODEL :ZHD1C CHROME,913.00 ,0.00 ,630.00 ,15,9,9,0.704,12.000
HAND DRYER:ZDRYER ZHD1W WHITE FINISH,ZDRYER MODEL :ZHD1W WHITE,113.00 ,0.00 ,630.00 ,15,9,9,0.704,12.000
Hardwood,,0.00 ,0.00 ,,,,,,
Hardwood:Armstrong,,0.00 ,0.00 ,,,,,,
Hardwood:Engineered Butterscotch,"Color: Butterscotch. Species: Oak...Size: 3/8"" X 3 1/2"" X 4"", 18.6 sf/box.  Engineered Hardwood Flooring.",5.00 ,0.00 ,37.02 ,88,3.5,12,2.139,73
Hardwood:HAWA,,,0.00 ,,,,,,
Hardwood:HAWA:HAWA Butterscotch Oak,"HAWA Manchester Red Oak Flooring Butterscotch Color 3/4"" X 3 1/4"" 8'-84' Lenth, Micro Beveled Edges/Square Ends.  23.46 sq ft/box, 32 box/pallet, Solid Wood Flooring  Random Size.",4.00 ,0.00 ,74.58 ,88,3.5,12,2.139,73
Hardwood:LessCare,,0.00 ,0.00 ,0.00 ,,,,,
Hardwood:LessCare:LessCare  BUTTERSCOTCH OAK,"lessCare  BUTTERSCOTCH OAK PER-FINISHED  3/4"" X 3 1/2"" x  R.L.  Solid Oak, 25.58 sf/box, 36 boxes/pallet,73lbs /box.",610.00 ,0.00 ,240.97 ,88,3.5,12,2.139,73
Hardwood:LessCare:LessCare  GUNSTOCK OAK,"lessCare  GUNSTOCK OAK PER-FINISHED  3/4"" X 3 1/2"" x  R.L.  Solid Oak, 25.58 sf/box,.. 36 boxes/pallet,73lbs /box.",460.00 ,0.00 ,240.97 ,88,3.5,12,2.139,73
Hardwood:LessCare:LessCare  MAHOGANY KEMPAS,"lessCare   KEMPAS MAHOGANY PER-FINISHED  3/5"" X 3 1/6"" x  R.L.  Solid Kemas, 21.98 sf/boxlessCare   KEMPAS Mahogany PER-FINISHED  3/5"" X 3 1/6"" x  R.L.  Solid Kemas, 21.98 sf/box 56 boxes /pallet",0.00 ,560.00 ,195.00 ,88,3.5,12,2.139,73
Hardwood:LessCare:LessCare  NATURAL OAK,"lessCare  NATURAL OAK PER-FINISHED  3/4"" X 3 1/2"" x  R.L.  Solid Oak, 25.58 sf/box,.. 36 boxes/pallet,73lbs /box.",308.00 ,0.00 ,240.97 ,88,3.5,12,2.139,73
JIM BISHOP,,6.00 ,0.00 ,,,,,,
Laminate,,2.00-,0.00 ,,,,,,
Laminate:Foam Lesscare LCU1-200,"Underlayment Lesscare LCU1-200 Thickness: 3 mm, 3 in 1polyurethane foam, Moister Barrier, 200 sq/roll","6,003.00 ",562.00 ,58.00 ,17,17,43,7.192,5
Laminate:Foam Lesscare LCU2-100,"Underlayment Lesscare LCU2-100 Acoustical Underlayment. Thickness: 2 mm, 3 in 1polyurethane foam, 100 sq/roll","1,241.00 ",0.00 ,45.00 ,12,12,43,3.584,7
Laminate:Foam Lesscare LCU2-200,"Underlayment Lesscare LCU2-200 Acoustical Underlayment. Thickness: 2 mm, 3 in 1polyurethane foam, 200 sq/roll",748.00 ,125.00 ,89.00 ,17,17,43,7.192,10
Laminate:Foam Lesscare LCU3-100,"Underlayment Lesscare LCU3-100 Acoustical/PRO Underlayment. Thickness: 3.2 mm, 3 in 1polyurethane foam, 100 sq/roll","1,205.00 ",0.00 ,80.00 ,13,13,43,4.206,11
Laminate:Foam Lesscare LCU3-200,"Underlayment Lesscare LCU3-200 Acoustical/PRO Underlayment. Thickness: 3.2 mm, 3 in 1polyurethane foam, 200 sq/roll",465.00 ,0.00 ,150.00 ,13,13,43,4.206,11
Laminate:KronoSwiss,,0.00 ,0.00 ,0.00 ,,,,,
Laminate:KronoSwiss:7mm PRESTIGE Brasilia Cherry,"Kronoswiss Prestige 7mm Brasilia Cherry  D1289PR, 25.8  sq/ft per box, 56 box/pallet",630.00 ,560.00 ,54.18 ,16.5,2.5,55.5,1.325,39
Laminate:KronoSwiss:7mm PRESTIGE Calvados Oak,"Kronoswiss Prestige 7mm Calvados Oak  D1416PR, 25.8 sq ft/box, 56 box/pallet",643.00 ,0.00 ,54.18 ,16.5,2.5,55.5,1.325,39
Laminate:KronoSwiss:7mm PRESTIGE Coffee Pine,"Kronoswiss Prestige 7mm Coffee Pine L8679, 25.8 sq ft/box, 60 box/pallet",0.00 ,"1,320.00 ",54.18 ,16.5,2.5,55.5,1.325,39
Laminate:KronoSwiss:7mm PRESTIGE Country Walnut,"Kronoswiss Prestige 7mm Country Walnut  D725PR, 25.8 sq ft/box, 56 box/pallet",348.00 ,336.00 ,54.18 ,16.5,2.5,55.5,1.325,39
Laminate:KronoSwiss:7mm PRESTIGE Maple,"Kronoswiss Prestige 7mm Maple D654PR, 25.8 sq ft/box, 56 box/pallet",44.00 ,336.00 ,54.18 ,16.5,2.5,55.5,1.325,39
Laminate:KronoSwiss:7mm PRESTIGE Original Merbau,"Kronoswiss Prestige 7mm Original Merbau D2281WG , 25.8  sq/ft per box, 56 box/pallet",9.00 ,0.00 ,54.18 ,16.5,2.5,55.5,1.325,39
Laminate:KronoSwiss:7mm PRESTIGE Safari Cherry,"Kronoswiss Prestige 7mm Safari Cherry D1363PR, 25.8 sq ft/box, 56 box/pallet","1,795.00 ",0.00 ,54.18 ,16.5,2.5,55.5,1.325,39
Laminate:KronoSwiss:7mm PRESTIGE Sorel Maple,"Kronoswiss Prestige 7mm Sorel Maple  D2302WG, 25.8  sq/ft per box, 56 box/pallet","1,125.00 ",0.00 ,54.18 ,16.5,2.5,55.5,1.325,39
Laminate:KronoSwiss:7mm PRESTIGE Wenge Select,"Kronoswiss Prestige 7mm Wenge Select D2319WG , 25.8  sq/ft per box, 56 box/pallet",19.00 ,0.00 ,54.18 ,16.5,2.5,55.5,1.325,39
Laminate:KronoSwiss:8mm NOBLESSE 5G D1407 PR,"KRONOSWISS NOBLESSE 5G  color D1407 PR   8mm , 22.93  sq ft/box, 56 box/pallet",342.00 ,0.00 ,57.79 ,16.5,2.5,55.5,1.325,39
Laminate:KronoSwiss:8mm NOBLESSE 5G D1416 PR,"KRONOSWISS NOBLESSE 5G  color D1416 PR   8mm , 22.93  sq ft/box, 56 box/pallet",5.00 ,0.00 ,57.79 ,16.5,2.5,55.5,1.325,39
Laminate:KronoSwiss:8mm NOBLESSE Beech 2 Stripe,"KronoSwiss Noblesse 8mm Beech 2 Stripe D1220WG, 22.93 sq/ft per box, 56 box/pallet","1,004.00 ",0.00 ,57.79 ,16.5,2.5,55.5,1.325,39
Laminate:KronoSwiss:8mm NOBLESSE Brasilia Cherry,"KronoSwiss Noblesse 8mm Brasilia Cherry D1289WG,  22.93 sq ft/box, 56 box/pallet","1,974.00 ",0.00 ,57.79 ,16.5,2.5,55.5,1.325,39
Laminate:KronoSwiss:8mm NOBLESSE Cherry 2 Stripe,"KronoSwiss Noblesse 8mm Cherry 2 Stripe D1321WG, 22.93  sq ft/box, 56 box/pallet",689.00 ,0.00 ,57.79 ,16.5,2.5,55.5,1.325,39
Laminate:KronoSwiss:8mm NOBLESSE NUSS RUBIO,"KRONOSWISS NOBLESSE color D2562 SH  8mm NUSS RUBIO, 21.26 sq ft/box, 65 box/pallet",3.00 ,"1,300.00 ",60.00 ,16.5,2.5,55.5,1.325,39
Laminate:KronoSwiss:8mm Swiss-Plank-Elite D2025CP,"KronoSwiss Swiss Plank Elite  8mm Evoke - D2025CP 21.26 sq ft/box, 60 boxes/pallet ( 6.3’’wide x 54.33 ‘’long 9 pieces  per box 4-sided bevel drop lock installation)","1,092.00 ",0.00 ,74.84 ,16.5,2.5,55.5,1.325,39
Laminate:KronoSwiss:8mm Swiss AnticoD3013AT,"KronoSwiss Swiss-Authentic   8 mm Antico D3013AT  21.26 sq ft/box, 65 boxes/pallet ( 6.3’’wide x 54.33 ‘’long 9 pices  per box 4-sided bevel drop lock installation)","1,277.00 ",0.00 ,74.84 ,16.5,2.5,55.5,1.325,39
Laminate:Laminate Installation Kit,Laminate Installation Kit,86.00 ,0.00 ,45.00 ,14,5,4,0.163,5
LessCare,,1.00-,0.00 ,0.00 ,,,,,
LessCare:DOOR SAMPLES,,3.00-,0.00 ,,,,,,
LessCare:DOOR SAMPLES:Door Sample-Cherryville,Door Sample-Cherryville,303.00 ,0.00 ,69.00 ,14,2,14,0.227,4
LessCare:DOOR SAMPLES:Door Sample-Newport,Door Sample-Newport,385.00 ,0.00 ,69.00 ,14,2,14,0.227,4
LessCare:DOOR SAMPLES:Door Sample-Richmond,Door Sample-Richmond,354.00 ,0.00 ,69.00 ,14,2,14,0.227,4
LessCare:DOOR SAMPLES:Door Sample-Sierra,Door Sample-Sierra,168.00 ,0.00 ,69.00 ,12.6,1.2,11.2,0.10,3.0
LessCare:DOOR SAMPLES:Door Sample-Villa Cherry,Door Sample-Villa Cherry,15.00 ,0.00 ,69.00 ,14,2,14,0.227,4
LessCare:HANDLES,,2.00-,0.00 ,,,,,,
LessCare:HANDLES:LDH-12,LDH-12 Brush Satin Nickel Handle,0.00 ,"2,000.00 ",14.00 ,3,0.5,13.5,0.012,0.7
LessCare:HANDLES:LDH-15,LDH-15 Brush Satin Nickel Handle,0.00 ,"2,000.00 ",19.00 ,3,0.5,16.5,0.015,0.85
LessCare:HANDLES:LDH-18,LDH-18 Brush Satin Nickel Handle,0.00 ,"2,000.00 ",23.00 ,3,0.5,19.5,0.017,1
LessCare:HANDLES:LDH-2,LDH-2 Brush Satin Nickel Handle,0.00 ,"2,000.00 ",6.50 ,3,0.5,3.5,0.004,0.15
LessCare:HANDLES:LDH-21,LDH-21 Brush Satin Nickel Handle,0.00 ,"2,000.00 ",27.00 ,3,0.5,22.5,0.02,1.15
LessCare:HANDLES:LDH-24,LDH-24 Brush Satin Nickel Handle,0.00 ,"2,000.00 ",31.00 ,3,0.5,25.5,0.023,1.3
LessCare:HANDLES:LDH-27,LDH-27  Brush Satin Nickel Handle,0.00 ,"1,500.00 ",35.00 ,3,0.5,28.5,0.025,1.45
LessCare:HANDLES:LDH-30,LDH-30 Brush Satin Nickel Handle,0.00 ,"1,500.00 ",40.00 ,3,0.5,31.5,0.028,1.6
LessCare:HANDLES:LDH-33,LDH-33 Brush Satin Nickel Handle,0.00 ,"1,500.00 ",43.00 ,3,0.5,34.5,0.03,1.75
LessCare:HANDLES:LDH-36,LDH-36 Brush Satin Nickel Handle,0.00 ,"1,500.00 ",48.00 ,3,0.5,37.5,0.033,1.9
LessCare:HANDLES:LDH-39,LDH-39 Brush Satin Nickel Handle,0.00 ,"1,500.00 ",55.00 ,3,0.5,40.5,0.036,2.05
LessCare:HANDLES:LDH-6,LDH-6 Brush Satin Nickel Handle,0.00 ,"2,000.00 ",6.80 ,3,0.5,7.5,0.007,0.4
LessCare:HANDLES:LDH-9,LDH-9 Brush Satin Nickel Handle,0.00 ,"2,000.00 ",11.00 ,3,0.5,10.5,0.01,0.55
LessCare:HANDLES:P-1,P-1 Brush Satin Nickel Handle,"3,339.00 ",0.00 ,6.06 ,12,4,8,0.223,0.3
LessCare:HANDLES:P-10,P-10  Brush Satin Nickel Knob,"1,323.00 ",0.00 ,6.06 ,12,4,8,0.223,0.3
LessCare:HANDLES:P-11,P-11 Brush Satin Nickel Knob,633.00 ,0.00 ,6.06 ,12,4,8,0.223,0.3
LessCare:HANDLES:P-12,P-12  Brush Satin Nickel Knob,"7,266.00 ",0.00 ,6.06 ,12,4,8,0.223,0.3
LessCare:HANDLES:P-13,P-13 Black Nickel Knob,"1,017.00 ",0.00 ,6.06 ,12,4,8,0.223,0.3
LessCare:HANDLES:P-2,P-2  Brush Satin Nickel Handle,947.00 ,0.00 ,6.06 ,12,4,8,0.223,0.3
LessCare:HANDLES:P-3,P-3  Brush Satin Nickel Handle,"2,025.00 ",0.00 ,6.06 ,12,4,8,0.223,0.3
LessCare:HANDLES:P-4,P-4  Brush Satin Nickel Handle,"1,269.00 ",0.00 ,6.06 ,12,4,8,0.223,0.3
LessCare:HANDLES:P-5,P-5  Brush Satin Nickel Handle,"2,228.00 ",0.00 ,6.80 ,12,4,8,0.223,0.3
LessCare:HANDLES:P-6,P-6  Brush Satin Nickel Handle,"1,359.00 ",0.00 ,6.80 ,12,4,8,0.223,0.3
LessCare:HANDLES:P-7,P-7  Brush Satin Nickel Handle,14.00 ,"1,500.00 ",6.06 ,12,4,8,0.223,0.3
LessCare:HANDLES:P-8,P-8  Brush Satin Nickel Handle,"20,274.00 ",0.00 ,6.80 ,12,4,8,0.223,0.3
